X,Y,Z,stress
0.00025,0.00015,0.0009,554.3019417
0.00025,0.00015,0.00095,550.9656443
0.00025,0.0002,5.00E-05,515.1381633
0.00025,0.0002,0.0001,479.9674889
0.00025,0.0002,0.00015,461.5891406
0.00025,0.0002,0.0002,468.1611853
0.00025,0.0002,0.00025,475.1459289
0.00025,0.0002,0.0003,477.7881121
0.00025,0.0002,0.00035,486.1278942
0.00025,0.0002,0.0004,521.2640681
0.00025,0.0002,0.00045,543.3645121
0.00025,0.0002,0.0005,563.6657613
0.00025,0.0002,0.00055,600.7160525
0.00025,0.0002,0.0006,601.5078025
0.00025,0.0002,0.00065,579.7545567
0.00025,0.0002,0.0007,548.2968679
0.00025,0.0002,0.00075,546.4478724
0.00025,0.0002,0.0008,531.1344788
0.00025,0.0002,0.00085,516.4244416
0.00025,0.0002,0.0009,503.1269837
0.00025,0.0002,0.00095,492.596679
0.00025,0.00025,5.00E-05,458.4496761
0.00025,0.00025,0.0001,451.047798
0.00025,0.00025,0.00015,447.8254811
0.00025,0.00025,0.0002,465.9862381
0.00025,0.00025,0.00025,479.912595
0.00025,0.00025,0.0003,483.2416588
0.00025,0.00025,0.00035,486.5358011
0.00025,0.00025,0.0004,521.670354
0.00025,0.00025,0.00045,523.0739908
0.00025,0.00025,0.0005,509.6398992
0.00025,0.00025,0.00055,546.6324183
0.00025,0.00025,0.0006,522.1384194
0.00025,0.00025,0.00065,490.9117014
0.00025,0.00025,0.0007,472.8413701
0.00025,0.00025,0.00075,467.5819376
0.00025,0.00025,0.0008,451.2920937
0.00025,0.00025,0.00085,439.4296714
0.00025,0.00025,0.0009,429.2443289
0.00025,0.00025,0.00095,418.2278861
0.00025,0.0003,5.00E-05,440.7012904
0.00025,0.0003,0.0001,445.1735216
0.00025,0.0003,0.00015,446.0931596
0.00025,0.0003,0.0002,464.253963
0.00025,0.0003,0.00025,478.8817348
0.00025,0.0003,0.0003,488.1869184
0.00025,0.0003,0.00035,491.4024193
0.00025,0.0003,0.0004,520.0026678
0.00025,0.0003,0.00045,514.7339603
0.00025,0.0003,0.0005,501.1579394
0.00025,0.0003,0.00055,512.5076417
0.00025,0.0003,0.0006,482.6055979
0.00025,0.0003,0.00065,408.1569478
0.00025,0.0003,0.0007,394.8206129
0.00025,0.0003,0.00075,380.4970314
0.00025,0.0003,0.0008,375.2542915
0.00025,0.0003,0.00085,368.9053417
0.00025,0.0003,0.0009,347.6289413
0.00025,0.0003,0.00095,394.5008447
0.00025,0.00035,5.00E-05,452.6190783
0.00025,0.00035,0.0001,430.5930612
0.00025,0.00035,0.00015,434.5253562
0.00025,0.00035,0.0002,444.8808608
0.00025,0.00035,0.00025,463.3298074
0.00025,0.00035,0.0003,472.6639147
0.00025,0.00035,0.00035,448.3433438
0.00025,0.00035,0.0004,470.3508887
0.00025,0.00035,0.00045,465.0968944
0.00025,0.00035,0.0005,465.8668215
0.00025,0.00035,0.00055,460.7930873
0.00025,0.00035,0.0006,429.3441635
0.00025,0.00035,0.00065,358.3055594
0.00025,0.00035,0.0007,301.063748
0.00025,0.00035,0.00075,290.943524
0.00025,0.00035,0.0008,285.5299396
0.00025,0.00035,0.00085,288.1050203
0.00025,0.00035,0.0009,285.9459693
0.00025,0.00035,0.00095,303.1836534
0.00025,0.0004,5.00E-05,457.254248
0.00025,0.0004,0.0001,404.9662457
0.00025,0.0004,0.00015,407.2030598
0.00025,0.0004,0.0002,398.7173231
0.00025,0.0004,0.00025,415.5564951
0.00025,0.0004,0.0003,424.8971305
0.00025,0.0004,0.00035,370.5318069
0.00025,0.0004,0.0004,382.8054568
0.00025,0.0004,0.00045,385.3583794
0.00025,0.0004,0.0005,386.5609294
0.00025,0.0004,0.00055,346.1363631
0.00025,0.0004,0.0006,314.7588109
0.00025,0.0004,0.00065,242.4436008
0.00025,0.0004,0.0007,361.8080143
0.00025,0.0004,0.00075,341.9705937
0.00025,0.0004,0.0008,323.9319739
0.00025,0.0004,0.00085,200.8134001
0.00025,0.0004,0.0009,211.7541614
0.00025,0.0004,0.00095,230.9691967
0.00025,0.00045,5.00E-05,422.7761748
0.00025,0.00045,0.0001,383.9877413
0.00025,0.00045,0.00015,379.8465535
0.00025,0.00045,0.0002,368.6464773
0.00025,0.00045,0.00025,355.4118377
0.00025,0.00045,0.0003,372.1888146
0.00025,0.00045,0.00035,317.6677248
0.00025,0.00045,0.0004,319.1074441
0.00025,0.00045,0.00045,312.0304147
0.00025,0.00045,0.0005,278.8258234
0.00025,0.00045,0.00055,258.3955029
0.00025,0.00045,0.0006,220.0475868
0.00025,0.00045,0.00065,213.5163051
0.00025,0.00045,0.0007,385.5089291
0.00025,0.00045,0.00075,421.2285964
0.00025,0.00045,0.0008,329.8788626
0.00025,0.00045,0.00085,151.1497598
0.00025,0.00045,0.0009,170.6053933
0.00025,0.00045,0.00095,196.6329829
0.00025,0.0005,5.00E-05,376.0379932
0.00025,0.0005,0.0001,349.674429
0.00025,0.0005,0.00015,352.1973112
0.00025,0.0005,0.0002,372.9400647
0.00025,0.0005,0.00025,407.0710977
0.00025,0.0005,0.0003,442.6439295
0.00025,0.0005,0.00035,408.1863665
0.00025,0.0005,0.0004,402.1814312
0.00025,0.0005,0.00045,241.89117
0.00025,0.0005,0.0005,198.6139108
0.00025,0.0005,0.00055,177.5903027
0.00025,0.0005,0.0006,148.0442871
0.00025,0.0005,0.00065,193.7532102
0.00025,0.0005,0.0007,409.209844
0.00025,0.0005,0.00075,500.5535323
0.00025,0.0005,0.0008,340.724035
0.00025,0.0005,0.00085,170.2979481
0.00025,0.0005,0.0009,295.1562745
0.00025,0.0005,0.00095,348.7460059
0.00025,0.00055,5.00E-05,328.4920604
0.00025,0.00055,0.0001,319.417001
0.00025,0.00055,0.00015,432.6221752
0.00025,0.00055,0.0002,475.2616686
0.00025,0.00055,0.00025,505.3910375
0.00025,0.00055,0.0003,542.2278681
0.00025,0.00055,0.00035,534.6755676
0.00025,0.00055,0.0004,515.7753341
0.00025,0.00055,0.00045,306.9185238
0.00025,0.00055,0.0005,271.8947274
0.00025,0.00055,0.00055,117.2127342
0.00025,0.00055,0.0006,9.746386924
0.00025,0.00055,0.00065,61.58674938
0.00025,0.00055,0.0007,336.0336993
0.00025,0.00055,0.00075,572.4430489
0.00025,0.00055,0.0008,440.7483648
0.00025,0.00055,0.00085,309.0536807
0.00025,0.00055,0.0009,470.0481528
0.00025,0.00055,0.00095,526.2944834
0.00025,0.0006,5.00E-05,286.6366909
0.00025,0.0006,0.0001,391.3381294
0.00025,0.0006,0.00015,518.1277993
0.00025,0.0006,0.0002,568.2957336
0.00025,0.0006,0.00025,603.7109772
0.00025,0.0006,0.0003,630.63565
0.00025,0.0006,0.00035,644.4298243
0.00025,0.0006,0.0004,561.6645288
0.00025,0.0006,0.00045,468.0899862
0.00025,0.0006,0.0005,419.3714448
0.00025,0.0006,0.00055,100.2609723
0.00025,0.0006,0.0006,-44.58073591
0.00025,0.0006,0.00065,12.03412151
0.00025,0.0006,0.0007,324.0266923
0.00025,0.0006,0.00075,553.9628187
0.00025,0.0006,0.0008,554.5650026
0.00025,0.0006,0.00085,513.5234212
0.00025,0.0006,0.0009,506.5718335
0.00025,0.0006,0.00095,545.2266838
0.00025,0.00065,5.00E-05,325.4681464
0.00025,0.00065,0.0001,441.6635106
0.00025,0.00065,0.00015,564.232517
0.00025,0.00065,0.0002,650.9175833
0.00025,0.00065,0.00025,693.7008251
0.00025,0.00065,0.0003,725.4751958
0.00025,0.00065,0.00035,733.8825285
0.00025,0.00065,0.0004,705.2995368
0.00025,0.00065,0.00045,612.9455855
0.00025,0.00065,0.0005,564.2831368
0.00025,0.00065,0.00055,346.163656
0.00025,0.00065,0.0006,203.7441177
0.00025,0.00065,0.00065,227.9689526
0.00025,0.00065,0.0007,461.6914853
0.00025,0.00065,0.00075,531.7392455
0.00025,0.00065,0.0008,519.8516056
0.00025,0.00065,0.00085,530.0525385
0.00025,0.00065,0.0009,523.4007269
0.00025,0.00065,0.00095,511.7614888
0.00025,0.0007,5.00E-05,233.9418636
0.00025,0.0007,0.0001,273.827893
0.00025,0.0007,0.00015,492.4463462
0.00025,0.0007,0.0002,706.8932231
0.00025,0.0007,0.00025,725.6473006
0.00025,0.0007,0.0003,732.6408229
0.00025,0.0007,0.00035,700.0714668
0.00025,0.0007,0.0004,671.129843
0.00025,0.0007,0.00045,641.7348302
0.00025,0.0007,0.0005,609.3653775
0.00025,0.0007,0.00055,574.6142141
0.00025,0.0007,0.0006,459.9860239
0.00025,0.0007,0.00065,471.9335293
0.00025,0.0007,0.0007,524.6098331
0.00025,0.0007,0.00075,509.5156723
0.00025,0.0007,0.0008,494.4215116
0.00025,0.0007,0.00085,492.4081044
0.00025,0.0007,0.0009,443.1678431
0.00025,0.0007,0.00095,446.5804505
0.00025,0.00075,5.00E-05,297.4408659
0.00025,0.00075,0.0001,269.4715764
0.00025,0.00075,0.00015,575.5546499
0.00025,0.00075,0.0002,679.8115819
0.00025,0.00075,0.00025,709.3628766
0.00025,0.00075,0.0003,712.3596499
0.00025,0.00075,0.00035,683.4245587
0.00025,0.00075,0.0004,652.9662988
0.00025,0.00075,0.00045,614.4841247
0.00025,0.00075,0.0005,586.2139797
0.00025,0.00075,0.00055,564.268802
0.00025,0.00075,0.0006,542.5193594
0.00025,0.00075,0.00065,532.2529935
0.00025,0.00075,0.0007,521.5125552
0.00025,0.00075,0.00075,502.0641332
0.00025,0.00075,0.0008,483.8271066
0.00025,0.00075,0.00085,478.8331137
0.00025,0.00075,0.0009,466.0165627
0.00025,0.00075,0.00095,469.8475559
0.00025,0.0008,5.00E-05,348.907867
0.00025,0.0008,0.0001,374.13981
0.00025,0.0008,0.00015,564.4617283
0.00025,0.0008,0.0002,659.2862314
0.00025,0.0008,0.00025,686.2987136
0.00025,0.0008,0.0003,688.703502
0.00025,0.0008,0.00035,672.665461
0.00025,0.0008,0.0004,638.2621506
0.00025,0.0008,0.00045,605.1315491
0.00025,0.0008,0.0005,574.5118296
0.00025,0.0008,0.00055,550.1512465
0.00025,0.0008,0.0006,528.4018039
0.00025,0.0008,0.00065,506.6523612
0.00025,0.0008,0.0007,513.1487
0.00025,0.0008,0.00075,513.8168697
0.00025,0.0008,0.0008,507.6595628
0.00025,0.0008,0.00085,498.426652
0.00025,0.0008,0.0009,513.9590228
0.00025,0.0008,0.00095,545.6642421
0.00025,0.00085,5.00E-05,461.3642979
0.00025,0.00085,0.0001,473.4169914
0.00025,0.00085,0.00015,566.4926744
0.00025,0.00085,0.0002,679.1500928
0.00025,0.00085,0.00025,682.0948206
0.00025,0.00085,0.0003,678.8843078
0.00025,0.00085,0.00035,661.0481538
0.00025,0.00085,0.0004,626.1483499
0.00025,0.00085,0.00045,589.8371615
0.00025,0.00085,0.0005,559.4401745
0.00025,0.00085,0.00055,536.033691
0.00025,0.00085,0.0006,516.5288906
0.00025,0.00085,0.00065,503.5202198
0.00025,0.00085,0.0007,502.4085223
0.00025,0.00085,0.00075,511.4603198
0.00025,0.00085,0.0008,527.7216961
0.00025,0.00085,0.00085,520.1279445
0.00025,0.00085,0.0009,516.7779608
0.00025,0.00085,0.00095,541.8269506
0.00025,0.0009,5.00E-05,501.7567355
0.00025,0.0009,0.0001,451.5427713
0.00025,0.0009,0.00015,553.922052
0.00025,0.0009,0.0002,704.620349
0.00025,0.0009,0.00025,702.6854073
0.00025,0.0009,0.0003,678.5882013
0.00025,0.0009,0.00035,647.7432058
0.00025,0.0009,0.0004,616.8982103
0.00025,0.0009,0.00045,582.4912154
0.00025,0.0009,0.0005,545.3272634
0.00025,0.0009,0.00055,527.7872022
0.00025,0.0009,0.0006,513.6874213
0.00025,0.0009,0.00065,502.1649744
0.00025,0.0009,0.0007,492.3102787
0.00025,0.0009,0.00075,500.4392006
0.00025,0.0009,0.0008,515.2928544
0.00025,0.0009,0.00085,516.7181482
0.00025,0.0009,0.0009,518.9888556
0.00025,0.0009,0.00095,536.2303599
0.00025,0.00095,0.0001,493.9322639
0.00025,0.00095,0.00015,498.3982683
0.00025,0.00095,0.0002,627.7852612
0.00025,0.00095,0.00025,607.6252484
0.00025,0.00095,0.0003,676.1960975
0.00025,0.00095,0.00035,668.5795666
0.00025,0.00095,0.0004,642.6652607
0.00025,0.00095,0.00045,616.3103036
0.00025,0.00095,0.0005,589.9553465
0.00025,0.00095,0.00055,563.6003893
0.00025,0.00095,0.0006,536.3771158
0.00025,0.00095,0.00065,506.4230907
0.00025,0.00095,0.0007,490.9550333
0.00025,0.00095,0.00075,489.956678
0.00025,0.00095,0.0008,496.4315374
0.00025,0.00095,0.00085,501.9159595
0.00025,0.00095,0.0009,533.2122676
0.00025,0.00095,0.00095,566.8860026
0.0003,5.00E-05,5.00E-05,682.4593281
0.0003,5.00E-05,0.0001,521.6077076
0.0003,5.00E-05,0.00015,489.1854867
0.0003,5.00E-05,0.0002,485.2685157
0.0003,5.00E-05,0.00025,504.5258707
0.0003,5.00E-05,0.0003,516.1616065
0.0003,5.00E-05,0.00035,526.3904052
0.0003,5.00E-05,0.0004,541.0325472
0.0003,5.00E-05,0.00045,551.8619505
0.0003,5.00E-05,0.0005,581.2517568
0.0003,5.00E-05,0.00055,609.7344365
0.0003,5.00E-05,0.0006,630.423439
0.0003,5.00E-05,0.00065,651.7123305
0.0003,5.00E-05,0.0007,667.2944763
0.0003,5.00E-05,0.00075,670.3036054
0.0003,5.00E-05,0.0008,663.2217197
0.0003,5.00E-05,0.00085,670.6434617
0.0003,5.00E-05,0.0009,679.3751812
0.0003,5.00E-05,0.00095,686.3161247
0.0003,0.0001,5.00E-05,512.0457844
0.0003,0.0001,0.0001,487.2194983
0.0003,0.0001,0.00015,477.5843678
0.0003,0.0001,0.0002,483.0041312
0.0003,0.0001,0.00025,501.7401799
0.0003,0.0001,0.0003,515.7618504
0.0003,0.0001,0.00035,522.612769
0.0003,0.0001,0.0004,530.2139809
0.0003,0.0001,0.00045,544.2655452
0.0003,0.0001,0.0005,552.443987
0.0003,0.0001,0.00055,581.1148419
0.0003,0.0001,0.0006,612.6832418
0.0003,0.0001,0.00065,621.208764
0.0003,0.0001,0.0007,636.0441885
0.0003,0.0001,0.00075,625.9634691
0.0003,0.0001,0.0008,611.4236728
0.0003,0.0001,0.00085,607.0225815
0.0003,0.0001,0.0009,606.5271643
0.0003,0.0001,0.00095,609.8270469
0.0003,0.00015,5.00E-05,506.8256285
0.0003,0.00015,0.0001,482.7384389
0.0003,0.00015,0.00015,475.7743528
0.0003,0.00015,0.0002,481.1941426
0.0003,0.00015,0.00025,496.6869697
0.0003,0.00015,0.0003,515.3620943
0.0003,0.00015,0.00035,522.4373174
0.0003,0.00015,0.0004,530.1127897
0.0003,0.00015,0.00045,544.1618308
0.0003,0.00015,0.0005,552.3220695
0.0003,0.00015,0.00055,558.2769684
0.0003,0.00015,0.0006,589.1989988
0.0003,0.00015,0.00065,589.2717107
0.0003,0.00015,0.0007,591.3843051
0.0003,0.00015,0.00075,568.5468307
0.0003,0.00015,0.0008,553.9798383
0.0003,0.00015,0.00085,549.5721305
0.0003,0.00015,0.0009,543.8693664
0.0003,0.00015,0.00095,544.7542975
0.0003,0.0002,5.00E-05,497.7320114
0.0003,0.0002,0.0001,479.360435
0.0003,0.0002,0.00015,472.4012489
0.0003,0.0002,0.0002,478.9850801
0.0003,0.0002,0.00025,494.4740984
0.0003,0.0002,0.0003,501.4292517
0.0003,0.0002,0.00035,508.0599823
0.0003,0.0002,0.0004,516.9809494
0.0003,0.0002,0.00045,539.0874245
0.0003,0.0002,0.0005,545.0853737
0.0003,0.0002,0.00055,565.4820355
0.0003,0.0002,0.0006,566.2766959
0.0003,0.0002,0.00065,566.9030438
0.0003,0.0002,0.0007,549.514201
0.0003,0.0002,0.00075,534.039465
0.0003,0.0002,0.0008,511.4981233
0.0003,0.0002,0.00085,496.7208679
0.0003,0.0002,0.0009,483.42341
0.0003,0.0002,0.00095,476.048658
0.0003,0.00025,5.00E-05,468.8190923
0.0003,0.00025,0.0001,461.6130662
0.0003,0.00025,0.00015,456.6828035
0.0003,0.00025,0.0002,474.8783159
0.0003,0.00025,0.00025,500.4006886
0.0003,0.00025,0.0003,507.3754339
0.0003,0.00025,0.00035,508.2828272
0.0003,0.00025,0.0004,516.5754326
0.0003,0.00025,0.00045,519.9232452
0.0003,0.00025,0.0005,483.0286121
0.0003,0.00025,0.00055,503.354461
0.0003,0.00025,0.0006,488.9097555
0.0003,0.00025,0.00065,487.7362353
0.0003,0.00025,0.0007,474.3432894
0.0003,0.00025,0.00075,460.05996
0.0003,0.00025,0.0008,442.2957289
0.0003,0.00025,0.00085,418.980158
0.0003,0.00025,0.0009,397.7785545
0.0003,0.00025,0.00095,389.5325397
0.0003,0.0003,5.00E-05,451.0707066
0.0003,0.0003,0.0001,447.7721928
0.0003,0.0003,0.00015,444.2139799
0.0003,0.0003,0.0002,462.405075
0.0003,0.0003,0.00025,498.2867922
0.0003,0.0003,0.0003,512.8456347
0.0003,0.0003,0.00035,514.0798161
0.0003,0.0003,0.0004,516.9447827
0.0003,0.0003,0.00045,518.3004323
0.0003,0.0003,0.0005,462.1770671
0.0003,0.0003,0.00055,448.8160693
0.0003,0.0003,0.0006,425.5888551
0.0003,0.0003,0.00065,399.6614163
0.0003,0.0003,0.0007,386.2451965
0.0003,0.0003,0.00075,369.2348157
0.0003,0.0003,0.0008,363.9920757
0.0003,0.0003,0.00085,341.8008442
0.0003,0.0003,0.0009,317.412297
0.0003,0.0003,0.00095,354.061175
0.0003,0.00035,5.00E-05,446.9282301
0.0003,0.00035,0.0001,436.1992116
0.0003,0.00035,0.00015,432.6548276
0.0003,0.00035,0.0002,443.0475191
0.0003,0.00035,0.00025,478.9603289
0.0003,0.00035,0.0003,497.3479643
0.0003,0.00035,0.00035,471.8792453
0.0003,0.00035,0.0004,474.014025
0.0003,0.00035,0.00045,468.7002211
0.0003,0.00035,0.0005,412.746207
0.0003,0.00035,0.00055,400.251749
0.0003,0.00035,0.0006,368.8385794
0.0003,0.00035,0.00065,308.9103239
0.0003,0.00035,0.0007,293.831389
0.0003,0.00035,0.00075,281.5564611
0.0003,0.00035,0.0008,273.4412814
0.0003,0.00035,0.00085,271.5742258
0.0003,0.00035,0.0009,270.6007757
0.0003,0.00035,0.00095,275.1223724
0.0003,0.0004,5.00E-05,414.9148626
0.0003,0.0004,0.0001,408.878616
0.0003,0.0004,0.00015,408.4225219
0.0003,0.0004,0.0002,416.7104619
0.0003,0.0004,0.00025,436.8075907
0.0003,0.0004,0.0003,455.2560175
0.0003,0.0004,0.00035,397.3826868
0.0003,0.0004,0.0004,370.2223525
0.0003,0.0004,0.00045,364.7296049
0.0003,0.0004,0.0005,352.0741947
0.0003,0.0004,0.00055,312.5327784
0.0003,0.0004,0.0006,274.1951835
0.0003,0.0004,0.00065,236.082421
0.0003,0.0004,0.0007,301.1291546
0.0003,0.0004,0.00075,309.1118495
0.0003,0.0004,0.0008,316.4953271
0.0003,0.0004,0.00085,208.7279813
0.0003,0.0004,0.0009,219.6687426
0.0003,0.0004,0.00095,223.7842796
0.0003,0.00045,5.00E-05,376.7017097
0.0003,0.00045,0.0001,379.2245919
0.0003,0.00045,0.00015,381.1277029
0.0003,0.00045,0.0002,372.9031355
0.0003,0.00045,0.00025,390.807018
0.0003,0.00045,0.0003,407.5734922
0.0003,0.00045,0.00035,349.6437318
0.0003,0.00045,0.0004,291.8609443
0.0003,0.00045,0.00045,284.7730153
0.0003,0.00045,0.0005,264.3377151
0.0003,0.00045,0.00055,255.086567
0.0003,0.00045,0.0006,206.4942372
0.0003,0.00045,0.00065,165.4158647
0.0003,0.00045,0.0007,328.6092727
0.0003,0.00045,0.00075,393.4130073
0.0003,0.00045,0.0008,322.4422158
0.0003,0.00045,0.00085,159.064341
0.0003,0.00045,0.0009,163.2276224
0.0003,0.00045,0.00095,163.9159898
0.0003,0.0005,5.00E-05,347.3390073
0.0003,0.0005,0.0001,348.9671639
0.0003,0.0005,0.00015,372.882197
0.0003,0.0005,0.0002,430.4814011
0.0003,0.0005,0.00025,448.1886222
0.0003,0.0005,0.0003,477.9857245
0.0003,0.0005,0.00035,443.4339108
0.0003,0.0005,0.0004,381.8825809
0.0003,0.0005,0.00045,214.5836322
0.0003,0.0005,0.0005,183.4560431
0.0003,0.0005,0.00055,197.6403556
0.0003,0.0005,0.0006,147.0074893
0.0003,0.0005,0.00065,89.80791993
0.0003,0.0005,0.0007,316.6929158
0.0003,0.0005,0.00075,504.2745884
0.0003,0.0005,0.0008,344.8161986
0.0003,0.0005,0.00085,149.9158812
0.0003,0.0005,0.0009,103.4068391
0.0003,0.0005,0.00095,220.5405414
0.0003,0.00055,5.00E-05,321.1253655
0.0003,0.00055,0.0001,333.1868901
0.0003,0.00055,0.00015,458.3878212
0.0003,0.00055,0.0002,526.5664082
0.0003,0.00055,0.00025,550.5102261
0.0003,0.00055,0.0003,577.5696631
0.0003,0.00055,0.00035,499.011814
0.0003,0.00055,0.0004,431.5277502
0.0003,0.00055,0.00045,163.7483039
0.0003,0.00055,0.0005,89.57310737
0.0003,0.00055,0.00055,93.17857102
0.0003,0.00055,0.0006,61.93210459
0.0003,0.00055,0.00065,68.39098674
0.0003,0.00055,0.0007,319.244879
0.0003,0.00055,0.00075,593.8268545
0.0003,0.00055,0.0008,440.8450615
0.0003,0.00055,0.00085,263.3643895
0.0003,0.00055,0.0009,379.2588604
0.0003,0.00055,0.00095,550.6657128
0.0003,0.0006,5.00E-05,329.0892466
0.0003,0.0006,0.0001,424.0779491
0.0003,0.0006,0.00015,543.8934454
0.0003,0.0006,0.0002,613.54912
0.0003,0.0006,0.00025,652.326251
0.0003,0.0006,0.0003,677.1536017
0.0003,0.0006,0.00035,691.6688893
0.0003,0.0006,0.0004,330.1400809
0.0003,0.0006,0.00045,139.7834412
0.0003,0.0006,0.0005,104.2027533
0.0003,0.0006,0.00055,15.60958048
0.0003,0.0006,0.0006,89.10236556
0.0003,0.0006,0.00065,124.5716348
0.0003,0.0006,0.0007,407.6428948
0.0003,0.0006,0.00075,573.527341
0.0003,0.0006,0.0008,577.2427007
0.0003,0.0006,0.00085,475.5730268
0.0003,0.0006,0.0009,534.8803589
0.0003,0.0006,0.00095,561.7294492
0.0003,0.00065,5.00E-05,401.7917254
0.0003,0.00065,0.0001,514.9690082
0.0003,0.00065,0.00015,629.3990696
0.0003,0.00065,0.0002,700.7283336
0.0003,0.00065,0.00025,745.5063186
0.0003,0.00065,0.0003,776.8400106
0.0003,0.00065,0.00035,773.3858974
0.0003,0.00065,0.0004,477.876169
0.0003,0.00065,0.00045,285.6623646
0.0003,0.00065,0.0005,259.4949579
0.0003,0.00065,0.00055,283.5270527
0.0003,0.00065,0.0006,350.9040099
0.0003,0.00065,0.00065,349.7571924
0.0003,0.00065,0.0007,526.7535062
0.0003,0.00065,0.00075,541.4874504
0.0003,0.00065,0.0008,544.6963572
0.0003,0.00065,0.00085,550.3186121
0.0003,0.00065,0.0009,548.8032054
0.0003,0.00065,0.00095,530.9411371
0.0003,0.0007,5.00E-05,505.6580563
0.0003,0.0007,0.0001,591.0744679
0.0003,0.0007,0.00015,688.6590264
0.0003,0.0007,0.0002,741.2946713
0.0003,0.0007,0.00025,750.0445869
0.0003,0.0007,0.0003,746.70015
0.0003,0.0007,0.00035,725.0235708
0.0003,0.0007,0.0004,600.0443424
0.0003,0.0007,0.00045,500.1168806
0.0003,0.0007,0.0005,491.2395424
0.0003,0.0007,0.00055,538.6757645
0.0003,0.0007,0.0006,572.5179617
0.0003,0.0007,0.00065,556.792694
0.0003,0.0007,0.0007,540.2968409
0.0003,0.0007,0.00075,520.2053024
0.0003,0.0007,0.0008,511.0511683
0.0003,0.0007,0.00085,513.6796565
0.0003,0.0007,0.0009,505.2139307
0.0003,0.0007,0.00095,498.5643324
0.0003,0.00075,5.00E-05,556.2848393
0.0003,0.00075,0.0001,553.467773
0.0003,0.00075,0.00015,606.5715192
0.0003,0.00075,0.0002,717.7655132
0.0003,0.00075,0.00025,723.5018349
0.0003,0.00075,0.0003,721.7224933
0.0003,0.00075,0.00035,697.4609713
0.0003,0.00075,0.0004,667.1743204
0.0003,0.00075,0.00045,633.580386
0.0003,0.00075,0.0005,602.9606665
0.0003,0.00075,0.00055,573.9347118
0.0003,0.00075,0.0006,567.7725147
0.0003,0.00075,0.00065,558.7502615
0.0003,0.00075,0.0007,542.3758595
0.0003,0.00075,0.00075,522.2843209
0.0003,0.00075,0.0008,500.4582065
0.0003,0.00075,0.00085,477.6881602
0.0003,0.00075,0.0009,490.1596574
0.0003,0.00075,0.00095,502.303086
0.0003,0.0008,5.00E-05,526.7125176
0.0003,0.0008,0.0001,559.8954132
0.0003,0.0008,0.00015,632.9605987
0.0003,0.0008,0.0002,688.1046369
0.0003,0.0008,0.00025,698.6485983
0.0003,0.0008,0.0003,701.6606935
0.0003,0.0008,0.00035,688.6100709
0.0003,0.0008,0.0004,655.3583202
0.0003,0.0008,0.00045,618.6918775
0.0003,0.0008,0.0005,587.0621599
0.0003,0.0008,0.00055,559.1353256
0.0003,0.0008,0.0006,542.2033741
0.0003,0.0008,0.00065,535.3894184
0.0003,0.0008,0.0007,537.6627156
0.0003,0.0008,0.00075,528.5152108
0.0003,0.0008,0.0008,508.4303622
0.0003,0.0008,0.00085,491.4759545
0.0003,0.0008,0.0009,505.1137047
0.0003,0.0008,0.00095,535.9250205
0.0003,0.00085,5.00E-05,530.5581345
0.0003,0.00085,0.0001,609.5905227
0.0003,0.00085,0.00015,688.71542
0.0003,0.00085,0.0002,716.9731983
0.0003,0.00085,0.00025,705.3716791
0.0003,0.00085,0.0003,687.6899713
0.0003,0.00085,0.00035,679.1369387
0.0003,0.00085,0.0004,642.8743259
0.0003,0.00085,0.00045,607.8822915
0.0003,0.00085,0.0005,572.8902571
0.0003,0.00085,0.00055,544.3359395
0.0003,0.00085,0.0006,520.4149259
0.0003,0.00085,0.00065,514.4736462
0.0003,0.00085,0.0007,522.9062549
0.0003,0.00085,0.00075,531.3388635
0.0003,0.00085,0.0008,521.1480552
0.0003,0.00085,0.00085,505.5963639
0.0003,0.00085,0.0009,505.6359937
0.0003,0.00085,0.00095,541.1411797
0.0003,0.0009,5.00E-05,532.8359853
0.0003,0.0009,0.0001,614.4193096
0.0003,0.0009,0.00015,727.6998802
0.0003,0.0009,0.0002,748.2716606
0.0003,0.0009,0.00025,730.8019286
0.0003,0.0009,0.0003,703.1100205
0.0003,0.0009,0.00035,674.4710731
0.0003,0.0009,0.0004,641.4665983
0.0003,0.0009,0.00045,603.7770884
0.0003,0.0009,0.0005,566.0875785
0.0003,0.0009,0.00055,530.1550818
0.0003,0.0009,0.0006,510.6574138
0.0003,0.0009,0.00065,502.8098657
0.0003,0.0009,0.0007,511.3230665
0.0003,0.0009,0.00075,519.8362673
0.0003,0.0009,0.0008,525.5106321
0.0003,0.0009,0.00085,521.0265556
0.0003,0.0009,0.0009,506.9397144
0.0003,0.0009,0.00095,540.3511821
0.0003,0.00095,0.0001,542.2080606
0.0003,0.00095,0.00015,636.6486476
0.0003,0.00095,0.0002,661.0138641
0.0003,0.00095,0.00025,662.1892798
0.0003,0.00095,0.0003,655.2206075
0.0003,0.00095,0.00035,682.6002404
0.0003,0.00095,0.0004,656.8402328
0.0003,0.00095,0.00045,630.4852756
0.0003,0.00095,0.0005,604.1303185
0.0003,0.00095,0.00055,575.4700616
0.0003,0.00095,0.0006,545.5160364
0.0003,0.00095,0.00065,515.5620113
0.0003,0.00095,0.0007,491.3639568
0.0003,0.00095,0.00075,494.0949283
0.0003,0.00095,0.0008,491.8796504
0.0003,0.00095,0.00085,494.8471066
0.0003,0.00095,0.0009,531.9577717
